VIN,Year,Make,Model,Trim,Exterior Color,Interior Color,Odometer,MSRP,Stock Number,Fuel Economy
3FTCW8TA9SRB14290,2025,Ford,Maverick,Lobo Standard,Carbonized Gray,Black Onyx,0,"$37,625",SRB14290,21/30
1FA6P8TH6S5131418,2025,Ford,Mustang,Ecoboost Fastback,Molten Magenta Metallic Tri-Coat,Black Onyx,0,"$38,405",,22/33
3FMCR9BN3SRE93557,2025,Ford,Bronco Sport,Big Bend,Azure   Gray,Smkd Truffle,0,"$38,495",SRE93557,25/30
3FMCR9CN0SRF35424,2025,Ford,Bronco Sport,Outer Banks,Carbonized Gray Metallic,Ebony/Roast,0,"$38,490",,25/30
1FTER4GH0SLE53986,2025,Ford,Ranger,XLT,Carbonized Gray Metallic,Ebony,0,"$39,125",,21/
1FTER4PH6SLE50557,2025,Ford,Ranger,XL,Oxford White,Ebony,0,"$38,830",,19/26
3FMCR9GN5SRF51791,2025,Ford,Bronco Sport,Heritage,Robins Egg Blue,Navy Pier,0,"$38,880",,25/
3FMCR9CN1SRF26814,2025,Ford,Bronco Sport,Outer Banks,Eruption Green,Ebony Roast,0,"$40,880",SRF26814,25/30
3FMCR9CN3SRF41136,2025,Ford,Bronco Sport,Outer Banks,Velocity Blue,Platinum Blue,0,"$40,880",SRF41136,25/30
1FTER4HH3SLE42141,2025,Ford,Ranger,XLT,Oxford White,Ebony,0,"$40,855",,19/26
3FMCR9CN1SRF37019,2025,Ford,Bronco Sport,Outer Banks,Ruby Red Metallic Tinted Clearcoat,Ebony/Roast,0,"$40,980",,25/30
3FTTW8SA1SRB44224,2025,Ford,Maverick,Lariat,Gray,Black Onyx,0,"$40,875",SRB44224,
3FMCR9CN0SRF10152,2025,Ford,Bronco Sport,Outer Banks,Desert Sand,Ebony Roast,0,"$41,875",SRF10152,25/30
3FMTK1R43SMA10164,2025,Ford,Mustang Mach-E,Select,Velocity Blue,Black Onyx,0,"$41,380",SMA10164,
1FTER4HH7SLE54339,2025,Ford,Ranger,XLT,Carbonized Gray Metallic,Ebony,0,"$42,005",,19/26
3FMTK1R47SMA44995,2025,Ford,Mustang Mach-E,Select,Star White Tri-Coat,Black Onyx,0,"$41,780",SMA44995,
3FMTK1R42SMA13041,2025,Ford,Mustang Mach-E,Select,Glacier Gray TriCoat,Black Onyx,0,"$41,880",SMA13041,
3FMTK1R40SMA10641,2025,Ford,Mustang Mach-E,Select,Glacier Gray TriCoat,Black Onyx,0,"$41,880",SMA10641,
3FMTK1R46SMA30716,2025,Ford,Mustang Mach-E,Select,Star White Tri-Coat,Black Onyx,0,"$42,780",SMA30716,
3FMTK1R41SMA47486,2025,Ford,Mustang Mach-E,Select,Shadow Black,Black Onyx,0,"$42,580",,
3FMTK3R46SMA07139,2025,Ford,Mustang Mach-E,Premium,Velocity Blue,Black Onyx,0,"$43,085",SMA07139,
1FMDE6AH9SLB23626,2025,Ford,Bronco,Base,Carbonized Gray Metallic,Dark Space Gray,0,"$42,975",SLB23626,18/22
1FMDE6BH5SLB21547,2025,Ford,Bronco,Base,Shadow Black,Dark Space Gray,0,"$44,580",SLB21547,18/22
1FMDE6BH5SLB08104,2025,Ford,Bronco,Base,Desert Sand,Dark Space Gray,0,"$44,975",SLB08104,18/22
3FMTK3R44SMA49454,2025,Ford,Mustang Mach-E,Premium,Shadow Black,Light Space Gray,0,"$46,460",,
1FMDE7BH1SLB25763,2025,Ford,Bronco,Big Bend,Oxford White,Black Onyx,0,"$47,300",,18/22
1FMDE7BH0SLB11286,2025,Ford,Bronco,Big Bend,Ruby Red Tinted,Gray,0,"$47,795",SLB11286,20/21
1FMDE7BH8SLB30099,2025,Ford,Bronco,Big Bend,Shadow Black,Black Onyx,0,"$47,970",,20/
3FMTK3R43SMA44665,2025,Ford,Mustang Mach-E,Premium,Glacier Gray TriCoat,Blk Perforated,0,"$48,005",SMA44665,
1FMDE7BH0SLB35619,2025,Ford,Bronco,Big Bend,Shadow Black,Black Onyx,0,"$48,465",,18/22
1FMDE7BH2SLB21060,2025,Ford,Bronco,Big Bend,Carbonized Gray Metallic,Black Onyx,0,"$48,595",,18/22
1FTYE1Y86SKB22342,2025,Ford,Transit Commercial,Cargo Van,Oxford White,Dark Palazzo,0,"$50,420",,
1FMDE7BHXSLB15460,2025,Ford,Bronco,Big Bend,Oxford White,Black,0,"$49,795",SLB15460,20/21
3FMTK3R75SMA09247,2025,Ford,Mustang Mach-E,Premium,Shadow Black,Black Onyx,0,"$49,680",SMA09247,
3FMTK3R79SMA13477,2025,Ford,Mustang Mach-E,Premium,Star White Tri-Coat,Light Space Gray,0,"$49,680",SMA13477,
3FMTK3R74SMA31143,2025,Ford,Mustang Mach-E,Premium,Velocity Blue,Blk Perforated,0,"$49,980",SMA31143,
3FMTK3R74SMA49867,2025,Ford,Mustang Mach-E,Premium,Velocity Blue Metallic,Black Onyx,0,"$49,530",,
1FTYE1Y87SKA42001,2025,Ford,Transit-150 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$49,790",SKA42001,
1FTYE1Y84SKA42182,2025,Ford,Transit-150 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$49,790",SKA42182,
1FTYE1Y88SKA42525,2025,Ford,Transit-150 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$49,790",SKA42525,
1FTYE1Y87SKA42130,2025,Ford,Transit-150 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$49,790",SKA42130,
1FTYE1Y83SKA42030,2025,Ford,Transit-150 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$49,790",SKA42030,
1FMDE7BH6SLB28691,2025,Ford,Bronco,Big Bend,Azure   Gray,Black,0,"$50,340",SLB28691,20/21
1FTYE1Y81SKA19622,2025,Ford,Transit-150 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$50,390",SKA19622,
3FMTK3R72SMA57045,2025,Ford,Mustang Mach-E,Premium,Molten Magenta Metallic Tinted Clearcoat,Black Onyx,0,"$50,480",,
3FMTK3R79SMA34958,2025,Ford,Mustang Mach-E,Premium,Desert Sand,Black Onyx,0,"$50,515",SMA34958,
1FTYE1Y85SKB30853,2025,Ford,Transit-150 Cargo,Base,Oxford White,Dk Palazzo,0,"$50,420",SKB30853,
1FTBR1Y81SKB31024,2025,Ford,Transit Commercial,Cargo Van,Oxford White,Dark Palazzo,0,"$52,840",,
1FTBR1Y80SKB31001,2025,Ford,Transit Commercial,Cargo Van,Oxford White,Dark Palazzo,0,"$52,840",,
1FTBR1Y83SKB30621,2025,Ford,Transit Commercial,Cargo Van,Oxford White,Dark Palazzo,0,"$52,840",,
1FTYE1Y87SKA94910,2025,Ford,Transit-150 Cargo,Base,Oxford White,Dark Palazzo,0,"$50,495",SKA94910,
3FMTK3R7XSMA49906,2025,Ford,Mustang Mach-E,Premium,Molten Magenta Metallic Tinted Clearcoat,Black Onyx,0,"$51,705",,
3FMTK3R74SMA49075,2025,Ford,Mustang Mach-E,Premium,Glacier Gray Metallic Tri-Coat,Black Onyx,0,"$51,705",,
1FMDE8BH5SLB27425,2025,Ford,Bronco,Outer Banks,Azure Gray Metallic Tri-Coat,Black Onyx,0,"$52,725",,18/22
1FTBR1Y8XSKA96676,2025,Ford,Transit-250 Cargo,Base,,gray,0,"$51,485",SKA96676,
1FTBR1Y8XSKA48143,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$51,485",SKA48143,
1FTBR1Y8XSKA34131,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$51,485",SKA34131,
1FTBR1Y89SKA20687,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$51,485",SKA20687,
1FTBR1Y88SKA06182,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$51,485",SKA06182,
3FMTK3SUXSMA09762,2025,Ford,Mustang Mach-E,Premium,Glacier Gray TriCoat,Black Onyx,0,"$52,680",SMA09762,
1FTYE1C87SKA92761,2025,Ford,Transit-150 Cargo,Base,Oxford White,Dark Palazzo,0,"$52,790",SKA92761,
1FTBR1C87SKA26057,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$51,790",SKA26057,
1FTBR1Y85SKA93622,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$53,030",SKA93622,
1FTBR1Y85SKA34201,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$53,540",SKA34201,
1FTBR1C82SKB27152,2025,Ford,Transit Commercial,Cargo Van,Oxford White,Dark Palazzo,0,"$55,220",,
1FTBR1C83SKB30934,2025,Ford,Transit Commercial,Cargo Van,Oxford White,Dark Palazzo,0,"$55,220",,
1FTBR1C86SKB29678,2025,Ford,Transit Commercial,Cargo Van,Oxford White,Dark Palazzo,0,"$55,220",,
1FTBR1Y86SKB21637,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dk Palazzo,0,"$52,840",SKB21637,
1FTBR1Y88SKB21882,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dk Palazzo,0,"$52,840",SKB21882,
1FMDE8BH3SLA72604,2025,Ford,Bronco,Outer Banks,Shadow Black,Smoked Truffle,0,"$54,850",SLA72604,20/21
1FTBR1Y81SKA93620,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$53,030",SKA93620,
1FTBR1Y89SKA93624,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$53,030",SKA93624,
1FTBR1Y80SKA93446,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$53,030",SKA93446,
1FTBR1C85SKA04896,2025,Ford,Transit-250 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$54,135",SKA04896,
3FMTK3R76SMA39048,2025,Ford,Mustang Mach-E,Premium,Velocity Blue,Blk Perforated,0,"$54,200",SMA39048,
1FMDE8BH3SLA67645,2025,Ford,Bronco,Outer Banks,Eruption Green,Black,0,"$55,245",SLA67645,20/21
3FMTK3R7XSMA47430,2025,Ford,Mustang Mach-E,Premium,Desert Sand,Black Onyx,0,"$54,255",,
1FT8W3BA6SED33317,2025,Ford,F-350,XL,Oxford White,Medium Dark Slate,0,"$56,605",SED33317,
1FTBW9C85SKA93618,2025,Ford,Transit-350 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$55,155",SKA93618,
3FMTK3R7XSMA43538,2025,Ford,Mustang Mach-E,Premium,Glacier Gray TriCoat,Blk Perforated,0,"$55,250",SMA43538,
1FTBW1Y87SKB30209,2025,Ford,Transit Commercial,Cargo Van,Oxford White,Dark Palazzo,0,"$57,465",,
1FTBW9C84SKA93187,2025,Ford,Transit-350 Cargo,Base,Oxford White,Dark Palazzo Gray,0,"$55,155",SKA93187,
1FTBR1X88SKA97309,2025,Ford,Transit-250 Cargo,Base,Oxford White,Gray,0,"$55,160",SKA97309,
1FMEE8BPXSLB21745,2025,Ford,Bronco,Outer Banks,Azure Gray Metallic Tri-Coat,Black Onyx,0,"$58,190",,19/21
3FMTK3SU0SMA32564,2025,Ford,Mustang Mach-E,Premium,Star White Tri-Coat,Blk Perforated,0,"$57,505",SMA32564,
1FMEE8BP4SLB21451,2025,Ford,Bronco,Outer Banks,Oxford White,Black Onyx,0,"$58,395",,19/21
3FMTK3SU1SMA40849,2025,Ford,Mustang Mach-E,Premium,Glacier Gray TriCoat,Blk Perforated,0,"$57,700",SMA40849,
3FMTK3SU8SMA47412,2025,Ford,Mustang Mach-E,Premium,Velocity Blue Metallic,Black Onyx,0,"$57,750",,
3FMTK3SU8SMA47491,2025,Ford,Mustang Mach-E,Premium,Eruption Green Metallic,Black Onyx,0,"$57,750",,
3FMTK3SU1SMA41385,2025,Ford,Mustang Mach-E,Premium,Star White Tri-Coat,Blk Perforated,0,"$58,250",SMA41385,
1FTBW1Y84SKB22049,2025,Ford,Transit-350 Cargo,Base,Oxford White,Dk Palazzo,0,"$57,465",SKB22049,
1FTER4LR7SLE32812,2025,Ford,Ranger,Raptor,Shadow Black,Ebony,0,"$58,260",SLE32812,16/18
1FBAX2Y85SKB30227,2025,Ford,Transit Commercial,Passenger Van XL,Oxford White,Dark Palazzo,0,"$61,480",,
1FBAX2Y89SKB27153,2025,Ford,Transit Commercial,Passenger Van XL,Oxford White,Dark Palazzo,0,"$61,480",,
3FMTK4SX0SMA24318,2025,Ford,Mustang Mach-E,GT,Star White Tri-Coat,Performance Gray,0,"$61,305",SMA24318,
1FA6P8CFXS5418551,2025,Ford,Mustang,GT Premium Fastback,Shadow Black,Black Onyx,0,"$63,075",,16/24
1FA6P8CFXS5416492,2025,Ford,Mustang,GT Premium Fastback,Vapor Blue Metallic,Black Onyx,0,"$63,470",,16/24
1FBAX2C81SKA81065,2025,Ford,Transit-350 Passenger,XL,Oxford White,Gray,0,"$60,860",SKA81065,
3FMTK4SX9SMA55972,2025,Ford,Mustang Mach-E,GT,Shadow Black,Performance Gray with City Silver Stitching,0,"$62,205",,
1FTRF3BT2SED21297,2025,Ford,F-350,XL,Oxford White,Medium Dark Slate,0,"$64,595",SED21297,
1FA6P8CF9S5412479,2025,Ford,Mustang,GT Premium,Carbonized Gray,Black Onyx,0,"$64,365",S5412479,15/24
3FMTK4SX8SMA43151,2025,Ford,Mustang Mach-E,GT,Shadow Black,Gray,0,"$62,500",SMA43151,
1FMEE8BP5SLB07462,2025,Ford,Bronco,Outer Banks,Oxford White,Smkd Truffle,0,"$63,660",SLB07462,20/21
1FMEE8BP8SLB25275,2025,Ford,Bronco,Outer Banks,Shadow Black,Black Onyx,0,"$63,660",,17/18
1FMEE8BP4SLB09963,2025,Ford,Bronco,Outer Banks,Eruption Green Metallic,Black Onyx,0,"$64,055",,17/18
1FA6P8CFXS5410336,2025,Ford,Mustang,GT Premium,Oxford White,Carmine Red,0,"$65,750",S5410336,15/24
1FT8W3BN5SED26006,2025,Ford,F-350,XLT,Oxford White,Medium Dark Slate,0,"$66,390",SED26006,
1FT8W3BN3SED28143,2025,Ford,F-350,XLT,Oxford White,Medium Dark Slate,0,"$66,390",SED28143,
1FT8W3BT3SED65739,2025,Ford,F-350,XL,Oxford White,Medium Dark Slate,0,"$66,660",SED65739,
1FT8W3BT9SED64515,2025,Ford,F-350,XL,Oxford White,Medium Dark Slate,0,"$66,660",SED64515,
1FT8W3BT6SED19080,2025,Ford,F-350,XL,Oxford White,Medium Dark Slate,0,"$66,985",SED19080,
1FTVW3LK5SWG29711,2025,Ford,F-150 Lightning,XLT,Carbonized Gray Metallic,Medium Dark Slate,0,"$66,315",,
1FBAX2XG3SKB16674,2025,Ford,Transit Commercial,Passenger Van XLT,Oxford White,Dark Palazzo,0,"$68,430",,
1FTVW3LK4SWG24595,2025,Ford,F-150 Lightning,XLT,Carbonized Gray,Medium Dark Slate,0,"$67,515",SWG24595,
1FBAX2XG1SKB16463,2025,Ford,Transit-350 Passenger,Passenger Van XLT,Oxford White,Dk Palazzo,0,"$68,430",SKB16463,
1FA6P8R05S5502845,2025,Ford,Mustang,Dark Horse,Blue,Black W/Blue Accents,0,"$73,560",S5502845,14/22
1FMEE9BP0SLA95517,2025,Ford,Bronco,Badlands,Azure Gray Metallic Tri-Coat,Black Onyx,0,"$73,390",SLA95517,16/17
1FT6W3LU5SWG23347,2025,Ford,F-150 Lightning,Flash,Agate Black,Medium Dark Slate,0,"$73,395",SWG23347,
1FDUF4GT2SDA10902,2025,Ford,F-450 Chassis,XL,Oxford White,Medium Dark Slate,0,"$70,795",SDA10902,
1FT6W3LU2SWG23516,2025,Ford,F-150 Lightning,Flash,Iconic Silver,Medium Dark Slate,0,"$74,595",SWG23516,
1FT6W3LU9SWG19124,2025,Ford,F-150 Lightning,Flash,Oxford White,Medium Dark Slate,0,"$74,595",SWG19124,
1FTVW3LU6SWG23207,2025,Ford,F-150 Lightning,Flash,Agate Black Metallic,Medium Dark Slate,0,"$75,370",,
1FA6P8R03S5501046,2025,Ford,Mustang,Dark Horse,Shadow Black,Black W/Blue Accents,0,"$72,665",S5501046,14/22
1FMJK1J85SEA64710,2025,Ford,Expedition,Active MAX,Star White Metallic Tri-Coat,Space Gray,0,"$76,935",,15/22
1FT6W5L75SWG29946,2025,Ford,F-150 Lightning,Lariat,Carbonized Gray Metallic,Black,0,"$79,790",,
1FD8X3FT8SEE03291,2025,Ford,F-350 Chassis,XL,Oxford White,Medium Dark Slate,0,"$101,960",SEE03291,
1FD8X3FT0SEE06220,2025,Ford,F-350 Chassis,XL,Oxford White,Medium Dark Slate,0,"$101,960",SEE06220,
1FMJK1MG9SEA62395,2025,Ford,Expedition,Platinum MAX,Glacier Gray Metallic Tri-Coat,Black Onyx,0,"$87,985",,
1FT6W7L75SWG19204,2025,Ford,F-150 Lightning,Platinum,White Metallic,Space Gray,0,"$88,960",SWG19204,
1FT8W3BT0SEC20254,2025,Ford,F-350,Lariat,Avalanche,Black Onyx,0,"$92,040",250090,
1FT8W3DT8SEC77797,2025,Ford,F-350,Lariat,Oxford White,Baja,0,"$93,540",SEC77797,
1FMEE0RR9SLB06033,2025,Ford,Bronco,Raptor,Azure Gray Metallic Tri-Coat,Black Onyx,0,"$89,800",,15/16
1FMEE0RR2SLA91777,2025,Ford,Bronco,Raptor,Oxford White,Onyx Lthr/Suede,0,"$92,780",SLA91777,15/16
1FT8W3BM5SEE02024,2025,Ford,F-350,Lariat,Oxford White,Black Onyx,0,"$98,335",SEE02024,
1FT8W3BM1SEC39694,2025,Ford,F-350,King Ranch,Brown,Java,0,"$98,940",SEC39694,
1FMEE0RR5SLB19409,2025,Ford,Bronco,Raptor,Azure Gray Metallic Tri-Coat,Black Onyx,0,"$93,875",,15/16
1FDNF6AN4SDF02714,2025,Ford,F-650 Gas,Base,Oxford White,Gray,0,"$110,098",240709UP,
1FT8W3BM7SEC67385,2025,Ford,F-350,Platinum,Agate Black,Black Onyx/Platinum Blue,0,"$100,060",SEC67385,
1FT7X2AA4TEC80333,2026,Ford,Super Duty,F-250 XL,Oxford White,Medium Dark Slate,0,"$52,005",,
1FD8W3ENXTEC16304,2026,Ford,F-350SD,XL,Oxford White,Medium Dark Slate,0,"$57,490",TEC16304,
1FD8W3ET7TEC00527,2026,Ford,F-350SD,XL,Oxford White,Medium Dark Slate,0,"$68,185",TEC00527,
1FD8W3ET2TEC00953,2026,Ford,F-350SD,XL,Oxford White,Medium Dark Slate,0,"$68,185",TEC00953,
1FD8X3FT3TEC17210,2026,Ford,F-350SD,XL,Oxford White,Med Dark Slate,0,"$70,395",TEC17210,
1FD8X3FT9TEC00945,2026,Ford,F-350SD,XL,Oxford White,Med Dark Slate,0,"$70,420",TEC00945,
1FD8X3FT8TEC00807,2026,Ford,F-350SD,XL,Oxford White,Med Dark Slate,0,"$70,470",TEC00807,
1FT8W2BT5TEC80364,2026,Ford,Super Duty,F-250 XL,Argon Blue Metallic,Medium Dark Slate,0,"$75,250",,
1FT8W2BT5TEC15479,2026,Ford,Super Duty,F-250 Lariat,Glacier Gray Metallic Tri-Coat,Black Onyx,0,"$84,470",,
1FT8W2BTXTEC56724,2026,Ford,Super Duty,F-250 Lariat,Argon Blue Metallic,Black Onyx,0,"$84,460",,
1FT8W2BT2TEC79365,2026,Ford,Super Duty,F-250 Lariat,Avalanche,Black Onyx,0,"$84,460",,
1FT8W2BT3TEC57133,2026,Ford,Super Duty,F-250 Lariat,Ruby Red Metallic Tinted Clearcoat,Black Onyx,0,"$84,560",,
1FT8W3BT0TEC71593,2026,Ford,Super Duty,F-350 Lariat,Glacier Gray Metallic Tri-Coat,Baja,0,"$92,010",,
1FT8W2BT3TEC67886,2026,Ford,Super Duty,F-250 Lariat,Avalanche,Black Onyx,0,"$93,265",,
1FT8W2BT4TEC70179,2026,Ford,Super Duty,F-250 Lariat,Glacier Gray Metallic Tri-Coat,Black Onyx,0,"$93,865",,
1FT8W3BT0TEC67902,2026,Ford,Super Duty,F-350 Lariat,Glacier Gray Metallic Tri-Coat,Black Onyx,0,"$93,890",,
1FT8W2BM5TEC71611,2026,Ford,Super Duty,F-250 Lariat,Carbonized Gray Metallic,Black Onyx,0,"$96,805",,
1FT8W2BM6TEC63601,2026,Ford,Super Duty,F-250 Lariat,Agate Black Metallic,Black Onyx,0,"$96,805",,
1FT8W2BM2TEC16484,2026,Ford,Super Duty,F-250 Lariat,Glacier Gray Metallic Tri-Coat,Black Onyx,0,"$97,270",,
1FT8W3DT1TEC05177,2026,Ford,F-350,Lariat,Oxford White,Baja Active,0,"$95,395",TEC05177,
1FT8W3BM1TEC34786,2026,Ford,Super Duty,F-350 King Ranch,Star White Metallic Tri-Coat,Java,0,"$102,325",,
1FT8W3BM6TEC04490,2026,Ford,Super Duty,F-350 King Ranch,Glacier Gray Metallic Tri-Coat,Java,0,"$103,340",,
1FT8W3BM5TEC43894,2026,Ford,Super Duty,F-350 Platinum,Agate Black Metallic,Black Onyx,0,"$105,445",,
1FT8W3BMXTEC10826,2026,Ford,F-350,Platinum,Oxford White,Black Onyx,0,"$106,440",TEC10826,
