index,title,stock,vin,msrp,discounts,rebates,retail_price,exterior,interior,status,mpg
140,"2025 Ford Explorer ST SUV V-6 cyl","SGC63099","1FMWK8GC8SGC63099","61,860","-1,397","-1,500","58,963","Carbonized Gray","Onyx","IN STOCK","18/25"
141,"2025 Ford Explorer ST SUV V-6 cyl","SGC38556","1FMWK8GC6SGC38556","62,655","-1,445","-1,500","59,710","Star White Tri-Coat","Onyx","IN STOCK","18/25"
142,"2024 Ford Escape ST-Line Elite SUV I-4 cyl","240613","1FMCU9PZXRUA50819","42,100","-1,585","-4,000","36,515","Star White Tri-Coat","Red / Ebony","IN STOCK","42/36"
143,"2024 Ford Escape Platinum SUV I-4 cyl","RUB52745","1FMCU9JA9RUB52745","42,960","-1,670","-4,000","37,290","Star White Tri-Coat","Ebony","IN STOCK","42/36"
144,"2024 Ford Escape Base SUV I-4 cyl","240594","1FMCU0E17RUA14269","42,990","-1,634","-7,000","34,356","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
145,"2024 Ford Escape Base SUV I-4 cyl","240615","1FMCU0E14RUA53305","42,990","-1,634","-7,000","34,356","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
146,"2024 Ford Escape Base SUV I-4 cyl","240431","1FMCU0E12RUA18553","42,990","-1,634","-7,000","34,356","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
147,"2024 Ford Escape Base SUV I-4 cyl","240615","1FMCU0E14RUA53305","42,990","-1,634","-7,000","34,356","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
148,"2024 Ford Escape Base SUV I-4 cyl","240619","1FMCU0E18RUA50634","42,990","-1,634","-7,000","34,356","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
149,"2024 Ford Escape Base SUV I-4 cyl","240477","1FMCU0E15RUA50610","42,990","-1,634","-7,000","34,356","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
150,"2024 Ford Escape Base SUV I-4 cyl","240476","1FMCU0E16RUA49014","42,990","-1,634","-7,000","34,356","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
151,"2024 Ford Escape Base SUV I-4 cyl","240615","1FMCU0E14RUA53305","42,990","-1,634","-7,000","34,356","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
152,"2024 Ford Escape Base SUV I-4 cyl","240262","1FMCU0E1XRUA07297","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
153,"2024 Ford Escape Base SUV I-4 cyl","240261","1FMCU0E17RUA07306","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
154,"2024 Ford Escape Base SUV I-4 cyl","240270","1FMCU0E14RUA18182","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
155,"2024 Ford Escape Base SUV I-4 cyl","240271","1FMCU0E16RUA18975","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
156,"2024 Ford Escape Base SUV I-4 cyl","240276","1FMCU0E17RUA07323","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony","IN STOCK","N/A"
157,"2024 Ford Escape Base SUV I-4 cyl","240207","1FMCU0E17RUA07824","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
158,"2024 Ford Escape Base SUV I-4 cyl","240220","1FMCU0E15RUA00404","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
159,"2024 Ford Escape Base SUV I-4 cyl","240217","1FMCU0E15RUA07708","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
160,"2024 Ford Escape Base SUV I-4 cyl","240238","1FMCU0E16RUA07667","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
161,"2024 Ford Escape Base SUV I-4 cyl","240238","1FMCU0E16RUA07667","42,990","-1,631","-7,000","34,359","Star White Tri-Coat","Ebony Black","IN STOCK","N/A"
162,"2025 Ford Escape ST-Line SUV I-4 cyl","SUB28011","1FMCU0MZ5SUB28011","37,465","-1,451","-3,500","32,514","Star White Tri-Coat","Ebony","IN STOCK","27/34"
163,"2024 Ford Bronco Sport Outer Banks SUV I-3 cyl","240354","3FMCR9C62RRE51592","37,710","-1,257","-2,000","34,453","Shadow Black","Ebony/Roast","IN STOCK","25/29"
164,"2024 Ford Edge SE SUV I-4 cyl","240256","2FMPK4G92RBA83443","41,520","-2,185","N/A","39,335","Carbonized Gray","Ebony","IN STOCK","21/28"
165,"2024 Ford Edge SE SUV I-4 cyl","240366","2FMPK4G90RBA86986","41,520","-2,175","N/A","39,345","Agate Black","Ebony","IN STOCK","21/28"
166,"2024 Ford Bronco Sport Badlands SUV I-4 cyl","240987","3FMCR9D96RRF38419","44,800","-1,562","-5,000","38,238","Gray Metallic","Ebony/Roast","IN STOCK","21/26"
167,"2024 Ford Ranger XLT Truck SuperCrew I-4 cyl","240883","1FTER4HH2RLE26734","47,020","-1,859","-2,500","42,661","Azure Gray Metallic Tri-Coat","Ebony","IN STOCK","20/24"
168,"2024 Ford Transit-150 Cargo Base Van Low Roof Van V-6 cyl","241147","1FTYE1Y83RKB53767","50,155","-1,857","-6,000","42,298","Oxford White","Dark Palazzo Gray","IN STOCK","N/A"
169,"2024 Ford Transit-250 Cargo Base Van Low Roof Van V-6 cyl","241142","1FTBR1Y89RKB45960","51,135","-2,457","-6,000","42,678","Oxford White","Dark Palazzo Gray","IN STOCK","N/A"
170,"2024 Ford Transit-150 Cargo Base Van Medium Roof Van V-6 cyl","240953","1FTYE1C8XRKB16660","56,395","-2,805","-6,000","47,590","Oxford White","Gray","IN STOCK","N/A"
171,"2024 Ford Transit-250 Cargo Base Van High Roof Van V-6 cyl","RKB35822","1FTBR1X80RKB35822","56,705","-2,755","-6,000","47,950","Oxford White","Dark Palazzo Gray","IN STOCK","N/A"
172,"2024 Ford Bronco Outer Banks SUV I-4 cyl","241231","1FMDE8BH0RLB18495","61,220","-2,284","-2,000","56,936","Velocity Blue","Roast W/Black Onyx","IN STOCK","20/21"
173,"2024 Ford E-350 Cutaway Base Truck V-8 cyl","240102UP","1FDWE3FN5RDD31092","72,882","-9,834","N/A","63,048","Oxford White","Medium Flint","IN STOCK","N/A"
174,"2024 Ford Bronco Badlands SUV V-6 cyl","240302","1FMEE9BP9RLA04724","67,790","-2,605","-7,000","58,185","Hot Pepper Red Metallic Tinted Clearcoat","Black Onyx","IN STOCK","16/17"
175,"2024 Ford F-350 Chassis XL Truck Regular Cab V-8 cyl","REF19941","1FDRF3EN3REF19941","68,150","-2,470","-1,500","64,180","Oxford White","Medium Dark Slate","IN STOCK","N/A"
176,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","240144UP","1FDUF5GT5RDA02356","69,156","-1,185","-1,500","66,471","Oxford White","Medium Dark Slate","IN STOCK","N/A"
177,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","240144UP","1FDUF5GT5RDA02356","69,156","-1,185","-1,500","66,471","Oxford White","Medium Dark Slate","IN STOCK","N/A"
178,"2024 Ford F-600 Chassis XL Truck Standard Cab V-8 cyl","241165UP","1FDFF6KT9RDA32224","71,755","-1,278","-1,500","68,977","Oxford White","Medium Dark Slate","IN STOCK","N/A"
179,"2024 Ford F-350 Chassis XL Truck Super Cab V-8 cyl","240792UP","1FD8X3FN0REE93080","77,501","-5,238","-1,500","70,763","Oxford White","Medium Dark Slate","IN STOCK","N/A"
180,"2024 Ford Transit-350 Cutaway Base Truck V-6 cyl","RKB23241","1FDBF6P86RKB23241","78,652","-6,300","-6,000","66,352","Oxford White","Gray","IN STOCK","N/A"
181,"2024 Ford F-450 Chassis XL Truck Regular Cab V-8 cyl","240279UP","1FDUF4GT6RDA03607","78,629","-6,100","-1,500","71,029","Oxford White","Medium Dark Slate","IN STOCK","N/A"
182,"2024 Ford F-450 Chassis XL Truck Regular Cab V-8 cyl","240280UP","1FDUF4GT6RDA03865","78,629","-6,100","-1,500","71,029","Oxford White","Medium Dark Slate","IN STOCK","N/A"
183,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","240143UP","1FDUF5GT9REC03607","82,785","-6,329","-1,500","74,956","Oxford White","Medium Dark Slate","IN STOCK","N/A"
184,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","240131UP","1FDUF5GT3RDA02355","82,735","-6,194","-1,500","75,041","Oxford White","Medium Dark Slate","IN STOCK","N/A"
185,"2024 Ford Transit-350 Cutaway Base Truck V-6 cyl","240710UP","1FDBF6P86RKA21695","90,162","-12,426","-6,000","71,736","Oxford White","Gray","IN STOCK","N/A"
186,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","240650UP","1FDUF5HT2RDA10901","85,271","-6,519","-1,500","77,252","Oxford White","Medium Dark Slate","IN STOCK","N/A"
187,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","241180UP","1FDUF5HT3RDA28288","85,940","-6,566","-1,500","77,874","Oxford White","Medium Dark Slate","IN STOCK","N/A"
188,"2024 Ford Expedition Limited SUV V-6 cyl","240353","1FMJU2A84REA40487","82,860","-3,334","-7,000","72,526","Agate Black","Black Onyx","IN STOCK","16/22"
189,"2024 Ford F-450 Chassis XL Truck Regular Cab V-8 cyl","240821UP","1FDUF4GT8RDA18528","88,012","-5,059","-1,500","81,453","Oxford White","Medium Dark Slate","IN STOCK","N/A"
190,"2024 Ford F-350 Lariat Truck Crew Cab V-8 cyl","240164","1FT8W3BT6REC24027","89,430","-4,998","-1,000","83,432","Agate Black","Black Onyx","IN STOCK","N/A"
191,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","240149UP","1FDUF5GT9RDA02280","93,257","-8,559","-1,500","83,198","Oxford White","Medium Dark Slate","IN STOCK","N/A"
192,"2024 Ford Expedition Limited SUV V-6 cyl","240241","1FMJU2AG0REA22513","88,720","-3,690","-7,000","78,030","Agate Black","Black Onyx","IN STOCK","16/22"
193,"2024 Ford F-350 Lariat Truck Crew Cab V-8 cyl","240274","1FT8W3BT2REC45215","90,225","-5,140","-1,000","84,085","Carbonized Gray","Black Onyx","IN STOCK","N/A"
194,"2024 Ford F-550 Chassis XL Truck Crew Cab V-8 cyl","REF86293","1FD0W5GTXREF86293","91,614","-6,000","-1,500","84,114","Oxford White","Medium Dark Slate","IN STOCK","N/A"
195,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","241081UP","1FDUF5HT1RDA28323","93,971","-5,306","-1,500","87,165","Oxford White","Medium Dark Slate","IN STOCK","N/A"
196,"2024 Ford Expedition Max Limited SUV V-6 cyl","240564","1FMJK2AG6REA49463","94,810","-3,982","-7,000","83,828","Star White Metallic Tri-Coat","Black Onyx","IN STOCK","16/22"
197,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","240148UP","1FDUF5GT6RDA02219","98,930","-7,909","-1,500","89,521","Oxford White","Medium Dark Slate","IN STOCK","N/A"
198,"2024 Ford F-550 Chassis XL Truck Standard Cab V-8 cyl","240157UP","1FDUF5GTXRDA02224","98,930","-7,909","-1,500","89,521","Oxford White","Medium Dark Slate","IN STOCK","N/A"
199,"2025 Ford Maverick XLT Truck SuperCrew I-4 cyl","SRB06003","3FTTW8H33SRB06003","32,340","N/A","N/A","N/A","N/A","Navy Pier/Aspen Gray","IN STOCK","42/35"
200,"2025 Ford Maverick XL TRUCK Hybrid Engine","N/A","3FTTW8A3XSRB14240","29,840","N/A","N/A","N/A","Shadow Black","Black Onyx","N/A","42/35"
201,"2025 Ford Maverick XL TRUCK Hybrid Engine","N/A","3FTTW8A34SRB32880","29,940","N/A","N/A","N/A","Oxford White","Black Onyx","N/A","42/35"
202,"2025 Ford Maverick XL TRUCK Hybrid Engine","N/A","3FTTW8A39SRB41865","29,940","N/A","N/A","N/A","Space White Metallic","Black Onyx","N/A","42/35"
203,"2025 Ford Maverick XL TRUCK Hybrid Engine","N/A","3FTTW8A39SRB32700","29,940","N/A","N/A","N/A","Velocity Blue","Black Onyx","N/A","42/35"
204,"2025 Ford Maverick XL TRUCK EcoBoost Engine","N/A","3FTTW8BA8SRB43894","30,065","N/A","N/A","N/A","Desert Sand","Black Onyx","N/A","22/30"
205,"2025 Ford Maverick XL TRUCK EcoBoost Engine","N/A","3FTTW8BA3SRB36903","30,065","N/A","N/A","N/A","Space White Metallic","Black Onyx","N/A","22/30"
206,"2025 Ford Maverick XL TRUCK EcoBoost Engine","N/A","3FTTW8BAXSRB43895","30,860","N/A","N/A","N/A","Oxford White","Black Onyx","N/A","22/30"
207,"2025 Ford Maverick XLT Truck SuperCrew I-4 cyl","SRB04564","3FTTW8H30SRB04564","32,340","-554","N/A","31,786","Velocity Blue","Navy Pier/Aspen Gray","IN STOCK","42/35"
208,"2025 Ford Maverick XLT Truck SuperCrew I-4 cyl","SRB04564","3FTTW8H30SRB04564","32,340","-554","N/A","31,786","Velocity Blue","Navy Pier/Aspen Gray","IN STOCK","42/35"
209,"2025 Ford Maverick XLT Truck SuperCrew I-4 cyl","SRA83451","3FTTW8H31SRA83451","32,340","-554","N/A","31,786","Oxford White","Navy Pier/Aspen Gray","IN STOCK","42/35"
210,"2025 Ford Maverick XLT Truck SuperCrew I-4 cyl","SRB14249","3FTTW8H39SRB14249","32,340","-554","N/A","31,786","Oxford White","Navy Pier/Aspen Gray","IN STOCK","42/35"
211,"2025 Ford Maverick XLT Truck SuperCrew I-4 cyl","SRA83436","3FTTW8H35SRA83436","32,340","-554","N/A","31,786","Oxford White","Navy Pier/Aspen Gray","IN STOCK","42/35"
212,"2025 Ford Maverick XLT Truck SuperCrew I-4 cyl","SRB11280","3FTTW8H3XSRB11280","32,340","-554","N/A","31,786","Gray Metallic","Navy Pier/Aspen Gray","IN STOCK","42/35"
213,"2025 Ford Maverick XLT TRUCK Hybrid Engine","N/A","3FTTW8H35SRB14264","32,340","N/A","N/A","N/A","Carbonized Gray Metallic","Navy Pier","N/A","42/35"
214,"2025 Ford Maverick XLT TRUCK Hybrid Engine","N/A","3FTTW8H35SRB14281","32,340","N/A","N/A","N/A","Velocity Blue","Navy Pier","N/A","42/35"
215,"2025 Ford Maverick XLT TRUCK EcoBoost Engine","N/A","3FTTW8JA3SRB43898","32,465","N/A","N/A","N/A","Space White Metallic","Navy Pier","N/A","22/30"
216,"2025 Ford Maverick XLT TRUCK EcoBoost Engine","N/A","3FTTW8JAXSRB43896","32,465","N/A","N/A","N/A","Oxford White","Navy Pier","N/A","22/30"
217,"2025 Ford Maverick XLT Truck SuperCrew I-4 cyl","SRB02772","3FTTW8H38SRB02772","32,835","-589","N/A","32,246","Azure   Gray","Navy Pier/Aspen Gray","IN STOCK","42/35"
218,"2025 Ford Bronco Sport Big Bend SUV EcoBoost with Auto Start-Stop Technology","N/A","3FMCR9BN8SRF20154","32,990","N/A","N/A","N/A","Shadow Black","Medium Light Smoked Truffle","N/A","25/30"
219,"2025 Ford Maverick XLT TRUCK EcoBoost Engine","N/A","3FTTW8JA1SRB43897","34,005","N/A","N/A","N/A","Eruption Green","Navy Pier","N/A","22/30"
220,"2025 Ford Bronco Sport Big Bend SUV I-3 cyl","SRE76617","3FMCR9BN9SRE76617","34,680","-836","-500","33,344","Velocity Blue","Light Smkd Tru","IN STOCK","25/30"
221,"2025 Ford Bronco Sport Big Bend SUV EcoBoost with Auto Start-Stop Technology","N/A","3FMCR9BN2SRF28248","34,685","N/A","N/A","N/A","Carbonized Gray Metallic","Medium Light Smoked Truffle","N/A","25/30"
